Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
PS3,2008,Shooter,Electronic Arts,0.87,72,43,7.1,73
X360,2008,Shooter,Electronic Arts,1.06,72,69,7.2,152
PS2,2008,Shooter,Electronic Arts,0.38,49,10,7.4,31
PSP,2006,Action,Atari,0.06,78,36,7.8,8
Wii,2007,Action,Ignition Entertainment,0.17,77,41,7.4,16
XB,2003,Shooter,Vivendi Games,0.17,82,35,8.7,15
PS2,2003,Shooter,Vivendi Games,0.35,81,28,8.9,17
GC,2003,Shooter,Vivendi Games,0.1,83,30,9.3,19
XB,2002,Role-Playing,Xicat Interactive,0.03,44,14,7.2,5
X360,2013,Action,Konami Digital Entertainment,0.48,82,46,7.8,358
PS3,2013,Action,Konami Digital Entertainment,1.42,80,61,7.9,746
PS,1998,Action,Konami Digital Entertainment,6.03,94,20,9.4,918
PS2,2001,Action,Konami Digital Entertainment,6.05,96,42,8.7,1026
PS2,2002,Action,Konami Digital Entertainment,0.52,87,17,9,126
PS2,2004,Action,Konami Digital Entertainment,4.23,91,68,9.3,955
PS2,2005,Action,Konami Digital Entertainment,0.55,94,53,9.3,439
PS3,2008,Action,Konami Digital Entertainment,5.99,94,82,8.7,3558
XOne,2014,Action,Konami Digital Entertainment,0.29,76,13,5.4,348
PS3,2014,Action,Konami Digital Entertainment,0.59,66,5,5.9,242
PS4,2014,Action,Konami Digital Entertainment,1.27,75,70,6.2,1311
PC,2014,Action,Konami Digital Entertainment,0.01,80,20,7.6,412
XOne,2015,Action,Konami Digital Entertainment,0.75,95,10,7.3,900
PC,2015,Action,Konami Digital Entertainment,0.08,91,13,7.7,1963
PS4,2015,Action,Konami Digital Entertainment,3.41,93,86,8.2,3943
PSP,2006,Misc,Konami Digital Entertainment,0.04,78,22,7.2,21
PSP,2010,Action,Konami Digital Entertainment,2.06,89,66,8.9,443
PSP,2006,Action,Konami Digital Entertainment,1.18,87,54,8.2,147
PSP,2007,Action,Konami Digital Entertainment,0.69,65,19,7.5,27
3DS,2012,Action,Konami Digital Entertainment,0.38,78,46,7.8,167
PS3,2013,Adventure,Konami Digital Entertainment,0.4,93,4,9,255
GC,2004,Action,Konami Digital Entertainment,0.47,85,54,9,142
PS2,2005,Role-Playing,Success,0.03,62,26,7.3,9
XB,2004,Shooter,Ignition Entertainment,0.1,76,56,5.1,15
DS,2008,Shooter,Ignition Entertainment,0.14,70,38,7.4,13
GBA,2004,Shooter,Ignition Entertainment,0.08,79,32,8.3,14
Wii,2006,Shooter,Ignition Entertainment,0.14,73,38,8,22
PSP,2007,Shooter,Ignition Entertainment,0.05,78,26,7.4,25
PS2,2007,Shooter,Ignition Entertainment,0.01,80,20,8.1,16
PS,2001,Shooter,Virgin Interactive,0.09,85,9,8.8,31
PSP,2009,Shooter,DHM Interactive,0.04,67,22,6.1,9
DS,2005,Puzzle,Nintendo,0.23,88,49,7.5,164
DS,2007,Puzzle,Disney Interactive Studios,0.04,74,36,6.6,5
X360,2010,Shooter,THQ,0.54,77,83,7.9,351
PC,2010,Shooter,THQ,0.24,81,40,8.1,1472
PS3,2013,Action,Deep Silver,0.42,80,23,8.2,508
X360,2013,Action,Deep Silver,0.35,80,20,8.4,440
PC,2013,Action,Deep Silver,0.19,82,71,8.6,2654
GBA,2002,Action,Nintendo,1.68,92,44,9.1,200
GC,2002,Shooter,Nintendo,2.82,97,70,9.3,747
GC,2004,Shooter,Nintendo,1.33,92,60,8.8,279
Wii,2007,Shooter,Nintendo,1.79,90,62,8.9,491
DS,2006,Shooter,Nintendo,0.76,85,54,8,188
DS,2005,Misc,Nintendo,0.25,79,51,7.9,32
3DS,2016,Action,Nintendo,0.05,64,56,5.1,219
Wii,2009,Shooter,Nintendo,0.61,91,48,9.3,316
Wii,2010,Action,Nintendo,1.34,79,71,6.5,482
GBA,2004,Adventure,Nintendo,0.84,89,50,9,132
PS2,2001,Strategy,Natsume,0.09,63,5,7.1,16
DS,2009,Adventure,Konami Digital Entertainment,0.1,56,14,8.8,4
DS,2008,Simulation,Ubisoft,0.08,48,6,7.1,7
PSP,2006,Shooter,Activision,0.06,63,36,7,12
DS,2010,Misc,Ubisoft,0.25,64,5,6.6,5
Wii,2010,Misc,Ubisoft,4.36,56,37,8.3,31
PSV,2011,Misc,Ubisoft,0.09,57,27,5.8,19
X360,2011,Misc,Ubisoft,0.87,63,31,6.8,29
PS3,2011,Misc,Ubisoft,0.52,66,11,8.4,16
X360,2011,Sports,505 Games,0.11,48,10,3.5,6
PS2,2006,Racing,Codemasters,0.01,64,35,6.8,8
PC,2003,Simulation,Microsoft Game Studios,0.07,88,22,8.2,49
PC,2006,Simulation,Microsoft Game Studios,0.43,80,28,7.6,95
PC,2001,Simulation,Microsoft Game Studios,0.05,84,16,8.4,21
PC,2014,Action,Warner Bros. Interactive Entertainment,0.35,84,17,8,1671
XOne,2014,Action,Warner Bros. Interactive Entertainment,1.35,87,12,8,585
PS4,2014,Action,Warner Bros. Interactive Entertainment,2.96,84,85,8.1,1886
XB,2005,Racing,Take-Two Interactive,0.74,84,53,7.4,40
PSP,2005,Racing,Take-Two Interactive,3.65,74,34,8.4,31
XB,2006,Racing,Take-Two Interactive,0.2,87,16,5.3,18
PS2,2006,Racing,Take-Two Interactive,1.16,85,19,8.9,53
XB,2003,Racing,Take-Two Interactive,0.5,86,33,7.6,12
PS2,2003,Racing,Take-Two Interactive,1.78,85,41,8.5,47
PSP,2008,Racing,Take-Two Interactive,0.98,79,26,8.7,43
PS3,2008,Racing,Take-Two Interactive,2.45,82,50,8.2,100
X360,2008,Racing,Take-Two Interactive,2.35,81,66,8.5,142
PS2,2000,Racing,Take-Two Interactive,2.63,78,18,7.8,21
GBA,2001,Racing,Rebellion,0.48,50,5,5.3,6
XB,2003,Racing,Microsoft Game Studios,0.3,76,41,8.3,30
GC,2003,Misc,Midway Games,0.17,72,11,8.2,5
XB,2004,Misc,Midway Games,0.31,74,38,7.4,7
PSP,2005,Misc,Midway Games,0.24,63,24,7.8,8
PS4,2016,Platform,Deep Silver,0.05,52,64,3.5,282
XOne,2016,Platform,Deep Silver,0.02,55,13,4.2,94
WiiU,2016,Platform,Deep Silver,0.03,48,9,4.6,78
PSP,2009,Role-Playing,GungHo,0.09,45,6,5.8,8
PSV,2013,Role-Playing,GungHo,0.1,59,13,6,72
X360,2011,Shooter,Square Enix,0.09,43,42,1.2,116
PS3,2011,Shooter,Square Enix,0.18,44,31,1.7,46
DS,2009,Action,Eidos Interactive,0.34,61,10,5.8,4
PC,2009,Action,Eidos Interactive,0.02,74,14,8.3,78
Wii,2009,Action,Eidos Interactive,0.37,79,9,8.3,12
X360,2009,Action,Eidos Interactive,0.29,73,44,8.4,38
PS3,2009,Action,Eidos Interactive,0.34,73,37,8.7,62
XB,2002,Action,Activision,0.1,54,18,5,4
PS2,2002,Action,Activision,0.41,50,26,5,14
X360,2008,Platform,Electronic Arts,1.16,79,82,7.6,328
PS3,2008,Platform,Electronic Arts,1.13,79,66,7.8,362
PC,2009,Platform,Electronic Arts,0.06,81,44,8.1,1026
PC,2016,Platform,Electronic Arts,0.06,74,24,4.4,606
XOne,2016,Platform,Electronic Arts,0.16,72,46,4.4,266
PS4,2016,Platform,Electronic Arts,0.35,69,50,4.7,578
XB,2003,Platform,Atari,0.13,67,27,6.8,4
PS2,2003,Platform,Atari,0.28,64,30,7.8,10
PS2,2001,Shooter,Eidos Interactive,0.28,65,23,4.9,11
PSP,2005,Sports,Sony Computer Entertainment,0.24,80,26,7.9,18
PSP,2006,Sports,Sony Computer Entertainment,0.35,83,30,8.5,32
PS2,2006,Sports,Sony Computer Entertainment,0.94,83,30,8.9,31
PSP,2007,Sports,Sony Computer Entertainment,0.28,82,12,7.2,10
PS3,2007,Sports,Sony Computer Entertainment,0.31,77,30,7.5,17
PS2,2007,Sports,Sony Computer Entertainment,0.93,83,25,8.6,19
PS2,2008,Sports,Sony Computer Entertainment,0.42,84,12,7.3,7
PSP,2008,Sports,Sony Computer Entertainment,0.33,83,14,8.4,12
PS3,2008,Sports,Sony Computer Entertainment,0.7,85,33,8.7,76
PSP,2009,Sports,Sony Computer Entertainment,0.26,78,12,6.9,7
PS2,2009,Sports,Sony Computer Entertainment,0.33,79,7,7.5,12
PS3,2009,Sports,Sony Computer Entertainment,0.72,90,27,8.1,61
PSP,2010,Sports,Sony Computer Entertainment,0.21,79,11,6.6,8
PS3,2010,Sports,Sony Computer Entertainment,0.72,91,33,8.3,107
PSP,2011,Sports,Sony Computer Entertainment,0.17,77,9,6,5
PS3,2011,Sports,Sony Computer Entertainment,0.58,90,30,7.8,87
PS3,2012,Sports,Sony Computer Entertainment,0.92,87,23,7.5,75
PSV,2012,Sports,Sony Computer Entertainment,0.19,76,15,7.8,42
PSV,2013,Sports,Sony Computer Entertainment,0.11,75,7,7.5,21
PS3,2013,Sports,Sony Computer Entertainment,0.74,87,36,7.8,114
PS3,2014,Sports,Sony Computer Entertainment America,0.43,81,26,6.8,79
PSV,2014,Sports,Sony Computer Entertainment America,0.11,68,6,7,25
PS4,2014,Sports,Sony Computer Entertainment America,0.72,83,17,7.7,205
PS4,2015,Sports,Sony Computer Entertainment,0.92,80,44,7.8,190
PS,2001,Sports,Sony Computer Entertainment,0.43,76,5,8.1,8
PS2,2003,Sports,Sony Computer Entertainment,0.66,61,21,7.9,9
PS2,2004,Sports,Sony Computer Entertainment,0.9,78,36,7.6,9
PS2,2005,Sports,Sony Computer Entertainment,0.4,81,32,9,21
X360,2009,Sports,Take-Two Interactive,0.07,47,13,4.6,10
PS3,2009,Sports,Take-Two Interactive,0.08,49,8,6.5,8
Wii,2007,Sports,Konami Digital Entertainment,0.29,83,12,8.4,45
PS2,2007,Sports,Konami Digital Entertainment,0.11,80,10,8.8,11
PS2,2008,Sports,Konami Digital Entertainment,0.15,67,9,8.5,8
Wii,2008,Sports,Konami Digital Entertainment,0.13,79,16,8.7,21
GC,2002,Sports,Midway Games,0.15,80,10,7.5,4
XB,2002,Sports,Midway Games,0.2,79,9,7.8,5
PS2,2003,Sports,Midway Games,0.53,78,23,8.3,8
PS2,2006,Sports,Midway Games,0.26,56,11,7.5,10
PS2,2004,Sports,Midway Games,0.3,77,30,9.5,4
PS2,2004,Shooter,Namco Bandai Games,0.06,45,16,7.8,10
PS3,2006,Simulation,Namco Bandai Games,0.2,33,31,5.1,47
PS2,2003,Simulation,Namco Bandai Games,0.72,66,10,8.5,37
PSV,2015,Action,Namco Bandai Games,0.17,57,25,7.3,15
PS2,2001,Simulation,Atari,1.14,73,15,8.8,32
PS2,2004,Shooter,Namco Bandai Games,0.06,57,16,8.6,11
PS2,2000,Simulation,Namco Bandai Games,0.7,58,16,8.1,49
PS2,2001,Simulation,Namco Bandai Games,0.43,71,12,8.8,23
PSP,2010,Racing,Sony Computer Entertainment,0.53,73,22,7.7,22
PS3,2010,Racing,Sony Computer Entertainment,1.12,82,85,8.4,201
PSV,2012,Racing,Sony Computer Entertainment,0.29,62,51,6.4,69
X360,2008,Misc,Electronic Arts,0.59,56,9,5.8,17
PS3,2008,Misc,Electronic Arts,0.34,54,4,6.7,13
Wii,2008,Misc,Electronic Arts,1.89,70,11,7.8,17
Wii,2010,Misc,Electronic Arts,0.72,65,9,5.2,5
PS3,2010,Misc,Electronic Arts,0.39,64,11,6.1,9
X360,2010,Misc,Electronic Arts,0.28,66,18,6.6,16
PS2,2003,Racing,Ubisoft,0.28,48,9,8.3,13
Wii,2006,Racing,Ubisoft,0.88,51,11,7.8,17
GBA,2006,Adventure,THQ,0.09,69,10,9,4
PS2,2004,Role-Playing,Capcom,0.5,68,37,8.9,46
3DS,2014,Role-Playing,Nintendo,3.89,86,80,8.7,348
PSP,2005,Role-Playing,Capcom,1.34,71,34,8.6,78
PSP,2007,Role-Playing,Capcom,2.57,72,38,8.7,83
PSP,2008,Role-Playing,Capcom,5.48,81,48,8.7,124
Wii,2009,Role-Playing,Nintendo,2.22,84,70,8.6,219
X360,2007,Racing,Activision,0.2,43,9,6.4,5
PS2,2002,Racing,Ubisoft,0.65,47,11,6,6
PSP,2006,Role-Playing,Sony Computer Entertainment,0.04,66,25,6.8,6
Wii,2008,Role-Playing,Eidos Interactive,0.31,73,11,8.4,14
X360,2007,Shooter,SouthPeak Games,0.11,55,29,5.2,18
DS,2009,Racing,Tecmo Koei,0.07,70,5,9,5
PS,1997,Simulation,Tecmo Koei,1.01,86,5,8.3,10
PS2,2001,Simulation,Tecmo Koei,0.36,77,13,8.5,23
PS2,2003,Simulation,Tecmo Koei,0.34,77,21,9.1,18
GBA,2002,Simulation,Tecmo Koei,0.01,79,5,9.4,9
PS2,2005,Role-Playing,Tecmo Koei,0.1,58,16,6.8,8
DS,2011,Platform,Majesco Entertainment,0.06,79,15,8,15
PS3,2009,Action,Activision,0.3,66,18,4.5,4
PC,2009,Action,Activision,0.03,63,8,6.2,5
X360,2009,Action,Activision,0.17,63,31,6.6,7
PS2,2002,Adventure,Sony Computer Entertainment,0.32,52,15,7.2,10
GC,2002,Platform,THQ,0.37,39,7,4.7,14
PS,2001,Platform,Sony Computer Entertainment,0.56,65,10,6.9,8
DS,2009,Adventure,Mastiff,0.05,71,45,7.4,21
X360,2010,Shooter,505 Games,0.05,33,4,6.6,15
X360,2011,Fighting,Warner Bros. Interactive Entertainment,2.1,86,66,8.3,382
PS3,2011,Fighting,Warner Bros. Interactive Entertainment,2.84,84,60,8.4,494
PSV,2012,Fighting,Warner Bros. Interactive Entertainment,0.65,85,51,7.8,192
PS3,2008,Fighting,Midway Games,2,76,44,7.1,107
X360,2008,Fighting,Midway Games,1.93,72,61,7.5,87
PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.05,76,10,5.1,475
XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1.38,86,21,7.3,279
PS4,2015,Fighting,Warner Bros. Interactive Entertainment,2.78,83,81,7.7,836
PS2,2006,Fighting,Midway Games,1.06,75,43,8.5,84
Wii,2007,Fighting,Midway Games,0.23,71,29,8.4,33
XB,2002,Fighting,Midway Games,0.96,81,27,8.4,24
GC,2002,Fighting,Midway Games,0.41,81,20,8.7,43
GBA,2002,Fighting,Midway Games,0.01,81,12,8.8,9
PS2,2002,Fighting,Midway Games,2.49,79,31,8.8,96
PS2,2004,Fighting,Midway Games,1.88,81,43,8.5,90
XB,2004,Fighting,Midway Games,0.76,81,53,8.8,24
GC,2005,Fighting,Midway Games,0.11,77,14,8.9,15
XB,2005,Action,Midway Games,0.31,78,37,6.6,19
PS2,2005,Action,Midway Games,0.69,77,41,8.6,74
PS,2000,Fighting,Midway Games,0.21,28,7,2.4,17
GBA,2003,Fighting,Midway Games,0.01,75,14,8.1,8
PSP,2006,Fighting,Midway Games,0.74,70,19,8.8,31
X360,2010,Sports,Ubisoft,0.69,40,30,4.4,9
X360,2011,Sports,Ubisoft,0.27,41,8,7.4,7
PS,2001,Racing,Take-Two Interactive,0.79,34,6,5.3,6
XB,2005,Racing,Take-Two Interactive,0.02,38,9,3.6,7
PS2,2000,Racing,Namco Bandai Games,0.27,77,16,6,5
XB,2002,Racing,THQ,0.09,84,18,8.4,16
PSP,2006,Racing,Sony Computer Entertainment,0.03,69,18,7.1,7
Wii,2009,Racing,Capcom,0.18,44,10,5.4,11
X360,2006,Racing,THQ,0.14,80,50,7.7,13
PS2,2007,Racing,Capcom,0.1,62,26,9.1,7
X360,2007,Racing,THQ,0.25,78,20,7.3,11
X360,2008,Racing,Capcom,0.35,68,20,5.6,12
PS3,2008,Racing,Capcom,0.39,65,21,6,9
PS3,2010,Racing,Capcom,0.22,70,42,5.4,28
X360,2010,Racing,Capcom,0.17,69,41,5.7,41
PS3,2011,Racing,Capcom,0.17,68,32,6.1,23
PS4,2014,Racing,Milestone S.r.l.,0.18,73,28,6.4,26
XB,2003,Racing,THQ,0.1,87,23,8.5,14
PS3,2006,Racing,Sony Computer Entertainment,3.87,84,9,7.4,220
PSV,2012,Racing,Sony Computer Entertainment,0.06,78,39,6.8,123
PS3,2011,Racing,Sony Computer Entertainment,0.48,77,74,7.7,155
PS2,2009,Racing,Sony Computer Entertainment,0.34,72,10,8.3,6
PSP,2009,Racing,Sony Computer Entertainment,1.02,79,58,8.8,39
PS3,2008,Racing,Sony Computer Entertainment,1.35,82,63,8,318
DS,2004,Puzzle,Nintendo,0.14,70,35,8.9,9
PS2,2005,Role-Playing,Namco Bandai Games,0.05,65,27,8.6,15
PS2,2001,Misc,Codemasters,0.15,77,16,8.5,11
XB,2004,Misc,Codemasters,0.08,79,26,5.4,10
PS2,2004,Misc,Codemasters,0.14,79,28,8.6,8
PS2,2004,Racing,Activision,0.26,77,30,8.1,9
PS3,2012,Role-Playing,Nippon Ichi Software,0.15,55,24,7.3,35
PS3,2013,Role-Playing,Nippon Ichi Software,0.07,57,26,6.4,56
PS2,2003,Misc,TDK Mediactive,0.06,61,11,8,6
XB,2002,Shooter,From Software,0.11,48,18,7.5,4
Wii,2009,Role-Playing,Rising Star Games,0.6,81,58,8.7,101
PS4,2014,Action,Square Enix,0.32,59,60,6.9,310
XOne,2014,Action,Square Enix,0.16,51,17,7,130
PC,2014,Action,Square Enix,0.05,59,22,7.4,379
PS2,2005,Role-Playing,Atari,0.15,64,47,8.9,9
DS,2008,Action,SouthPeak Games,0.11,45,16,7.3,4
Wii,2008,Action,SouthPeak Games,0.18,72,37,8.7,33
XB,2006,Sports,Electronic Arts,0.34,75,29,8.6,17
PS2,2006,Sports,Electronic Arts,0.75,76,27,9,18
PSP,2005,Sports,Electronic Arts,0.21,67,21,7.7,16
PS2,2003,Sports,Electronic Arts,1.04,81,22,8.9,17
XB,2003,Sports,Electronic Arts,0.2,82,18,9,9
GC,2004,Sports,Electronic Arts,0.26,89,25,8.5,11
XB,2004,Sports,Electronic Arts,0.59,90,31,8.5,19
PS2,2004,Sports,Electronic Arts,1.34,90,28,8.6,51
PS2,2005,Sports,Electronic Arts,1.54,87,25,8.6,47
GC,2005,Sports,Electronic Arts,0.33,88,20,8.7,16
PS2,2001,Racing,THQ,0.56,76,17,8.3,9
PS2,2004,Racing,THQ,1.92,80,18,9.2,46
XB,2004,Racing,THQ,0.44,81,18,9.3,12
X360,2009,Racing,THQ,0.72,75,47,6.6,30
PS3,2009,Racing,THQ,0.9,74,44,7.4,10
PS3,2014,Racing,Nordic Games,0.03,58,4,3.5,4
X360,2014,Racing,Nordic Games,0.06,48,10,4.8,14
PS4,2015,Sports,Nordic Games,0.06,42,8,4.1,9
XB,2005,Racing,THQ,0.4,80,21,8.3,13
PS2,2005,Racing,THQ,1.03,79,30,8.4,17
PSP,2006,Racing,THQ,0.69,68,22,8.1,7
PS3,2007,Racing,THQ,0.46,67,33,6.1,8
X360,2007,Racing,THQ,0.68,70,43,7.1,17
PS2,2007,Racing,THQ,0.38,53,13,8.2,5
Wii,2008,Racing,THQ,0.33,70,7,8.3,9
PS3,2011,Racing,THQ,0.46,61,41,6.7,11
X360,2011,Racing,THQ,0.55,63,43,7.2,24
PS2,2001,Racing,Atari,0.34,69,16,6.8,6
DS,2008,Misc,Ubisoft,0.27,59,4,6.7,6
PS2,2003,Misc,Sony Computer Entertainment,0.24,46,21,3.9,14
DS,2008,Sports,Ubisoft,0.95,63,4,7.6,7
DS,2007,Misc,Ubisoft,1.44,71,7,6.8,5
Wii,2007,Simulation,Electronic Arts,1.65,68,38,7.2,56
DS,2007,Simulation,Electronic Arts,3.66,67,15,7.3,13
PC,2008,Simulation,Electronic Arts,0.03,70,12,6.4,8
Wii,2009,Adventure,Electronic Arts,1.03,78,28,8.6,28
Wii,2008,Simulation,Electronic Arts,1.51,76,19,8.1,24
DS,2009,Racing,Electronic Arts,0.61,67,11,7.3,4
Wii,2009,Racing,Electronic Arts,0.47,68,22,7.4,5
Wii,2010,Action,Electronic Arts,0.29,67,9,5.2,5
X360,2010,Action,Electronic Arts,0.1,56,15,5.5,4
PSP,2006,Adventure,Midway Games,0.01,69,4,4.8,5
DS,2007,Adventure,Midway Games,0.1,43,25,3.5,6
PS2,2002,Adventure,Ubisoft,0.28,57,9,7,4
Wii,2011,Adventure,Nintendo,0.32,65,26,8.2,5
DS,2006,Role-Playing,Sega,0.52,69,27,8.2,21
GC,2002,Action,Tecmo Koei,0.09,67,13,8.5,26
PS2,2002,Action,Tecmo Koei,0.06,67,7,8.6,14
PSP,2009,Strategy,Deep Silver,0.12,68,16,8.8,4
DS,2007,Platform,Atari,0.07,82,20,7.4,20
PSP,2007,Platform,Atari,0.03,79,21,7.8,18
DS,2006,Action,Majesco Entertainment,0.03,56,6,5.8,6
PS3,2010,Racing,Deep Silver,0.12,66,36,6.2,13
X360,2010,Racing,Deep Silver,0.1,64,49,7.1,16
PS2,2001,Misc,Namco Bandai Games,1.82,72,9,6,5
GBA,2001,Misc,Namco Bandai Games,4.24,79,10,7.3,6
PSP,2005,Misc,Sony Computer Entertainment,1.08,73,28,7.2,9
DS,2007,Misc,Atari,1.29,67,19,5.9,8
Wii,2007,Misc,Atari,0.74,49,18,6.3,4
DS,2008,Adventure,Codemasters,0.26,46,5,3.6,5
3DS,2011,Shooter,Majesco Entertainment,0.08,75,8,7.7,18
PS2,2005,Action,Konami Digital Entertainment,0.06,51,38,6.7,11
DS,2005,Shooter,Majesco Entertainment,0.06,71,43,7.7,19
DS,2008,Shooter,Codemasters,0.05,75,23,7.8,8
PSP,2007,Puzzle,Crave Entertainment,0.04,37,14,4.6,7
DS,2007,Puzzle,Crave Entertainment,0.03,45,9,7.3,4
PC,2010,Strategy,Sega,0.66,81,56,7.9,515
XB,2005,Shooter,Midway Games,0.18,51,27,2.8,6
PS2,2005,Shooter,Midway Games,0.36,50,24,7,21
Wii,2009,Fighting,Nintendo,0.51,74,23,8.1,21
Wii,2009,Action,505 Games,0.18,38,14,3,12
PSP,2010,Action,Namco Bandai Games,0.13,57,22,5,6
PSP,2009,Fighting,Namco Bandai Games,0.15,60,15,6.2,10
DS,2008,Fighting,Takara Tomy,0.37,55,12,5.7,11
PSP,2009,Fighting,Namco Bandai Games,0.38,61,22,6.6,19
PSP,2011,Fighting,Namco Bandai Games,0.34,59,16,7.2,26
PS3,2010,Fighting,Namco Bandai Games,1.21,76,34,8.3,130
X360,2010,Fighting,Namco Bandai Games,0.78,74,31,8.5,39
X360,2013,Fighting,Namco Bandai Games,0.51,70,16,7.7,67
PS3,2013,Fighting,Namco Bandai Games,0.93,77,32,7.9,187
PS4,2016,Fighting,Namco Bandai Games,1.14,79,60,8.2,201
XOne,2016,Fighting,Namco Bandai Games,0.3,81,11,8.5,51
PS3,2012,Fighting,Namco Bandai Games,0.73,74,23,7.1,83
X360,2012,Fighting,Namco Bandai Games,0.44,74,35,7.2,47
X360,2014,Fighting,Namco Bandai Games,0.22,62,11,7.3,44
PS3,2014,Fighting,Namco Bandai Games,0.43,73,26,7.5,100
GC,2003,Fighting,Tomy Corporation,0.68,72,21,8.1,20
GC,2003,Fighting,Nintendo,1.04,74,22,8.9,39
Wii,2007,Fighting,Tomy Corporation,1.01,74,23,8,27
Wii,2008,Fighting,Tomy Corporation,0.38,72,20,8.4,16
GBA,2003,Action,Tomy Corporation,0.22,60,12,7.1,9
DS,2006,Action,D3Publisher,0.42,56,23,6.5,13
DS,2006,Fighting,Namco Bandai Games,0.19,61,22,4.4,10
DS,2007,Role-Playing,D3Publisher,0.4,57,18,7.2,9
DS,2006,Role-Playing,Takara Tomy,0.23,62,18,7.5,6
3DS,2012,Platform,Namco Bandai Games,0.15,71,13,5.4,19
X360,2007,Action,Ubisoft,0.33,78,35,8.6,84
X360,2008,Action,Ubisoft,0.59,80,34,7.8,46
PS2,2003,Fighting,Atari,0.61,75,34,7.7,35
PS2,2004,Fighting,Namco Bandai Games,0.57,73,27,7.9,27
PS2,2005,Fighting,Atari,0.44,75,24,8.7,33
PSP,2006,Fighting,Namco Bandai Games,0.26,70,11,6.6,11
PSP,2006,Fighting,Atari,0.16,64,20,7.8,17
PS3,2008,Fighting,Namco Bandai Games,1.07,75,32,8.6,95
PS2,2006,Action,Namco Bandai Games,0.58,52,22,6.9,17
PSP,2006,Racing,Electronic Arts,0.1,66,13,5.3,6
XB,2005,Racing,Electronic Arts,0.27,79,25,5.9,7
PS2,2005,Racing,Electronic Arts,0.63,78,18,7.7,18
XB,2006,Racing,Electronic Arts,0.04,72,26,7,4
PS2,2006,Racing,Electronic Arts,0.11,68,26,8.9,16
PS3,2007,Racing,Electronic Arts,0.23,57,21,5,14
X360,2007,Racing,Electronic Arts,0.29,59,29,5.2,30
PS2,2007,Racing,Electronic Arts,0.24,56,9,8.2,9
PS3,2008,Racing,Electronic Arts,0.25,65,22,7.5,10
X360,2008,Racing,Electronic Arts,0.25,69,32,7.8,15
PS3,2014,Racing,Deep Silver,0.11,67,7,4.6,20
X360,2014,Racing,Deep Silver,0.17,65,4,5.1,14
PS,2000,Racing,Electronic Arts,0.81,73,8,6.1,9
PS2,2000,Racing,Electronic Arts,0.7,66,16,6.6,9
PS2,2004,Racing,Electronic Arts,1.41,87,19,8.4,15
Wii,2011,Racing,Activision,0.22,42,5,3.1,9
PS3,2011,Racing,Activision,0.27,62,16,3.7,15
X360,2011,Racing,Activision,0.3,62,24,4.1,14
PS4,2016,Racing,Dusenberry Martin Racing,0.05,66,8,3.8,18
Wii,2009,Racing,Electronic Arts,0.42,70,12,8.1,9
X360,2012,Racing,Activision,0.1,72,7,3.4,27
PS3,2012,Racing,Activision,0.08,76,4,4.5,15
PS,2001,Racing,Electronic Arts,0.42,69,8,6.9,10
PS2,2001,Racing,Electronic Arts,1.16,85,17,8.5,22
GC,2002,Racing,Electronic Arts,0.31,85,12,6.6,5
PS2,2003,Racing,Electronic Arts,1.08,88,15,8.9,77
XB,2003,Racing,Electronic Arts,0.23,85,14,9.1,15
GC,2002,Racing,Infogrames,0.09,85,8,7.3,7
PS4,2014,Role-Playing,Nippon Ichi Software,0.1,53,31,6,79
PSV,2014,Role-Playing,Nippon Ichi Software,0.07,60,7,7.5,29
PS3,2010,Action,505 Games,0.43,43,31,5.5,49
X360,2010,Action,505 Games,0.4,43,51,5.6,70
X360,2010,Simulation,505 Games,0.17,40,11,4.2,5
PS2,2003,Simulation,Tecmo Koei,0.11,67,17,8.9,23
PSP,2005,Sports,Sony Computer Entertainment,0.21,57,25,6.9,14
PSP,2005,Sports,Sony Computer Entertainment,0.22,72,19,5.4,8
PS2,2005,Sports,Sony Computer Entertainment,0.53,63,26,6.3,27
PS3,2006,Sports,Sony Computer Entertainment,0.27,63,24,6.3,10
PS2,2006,Sports,Sony Computer Entertainment,0.02,63,24,6.8,5
PSP,2006,Sports,Sony Computer Entertainment,0.2,68,24,7,5
PS3,2007,Sports,Sony Computer Entertainment,0.13,63,37,6,4
PSP,2007,Sports,Sony Computer Entertainment,0.03,75,18,7.5,8
PS3,2008,Sports,Sony Computer Entertainment,0.15,63,17,5.1,7
PSP,2008,Sports,Sony Computer Entertainment,0.17,79,9,7.4,7
PSP,2009,Sports,Sony Computer Entertainment,0.08,69,13,3,13
X360,2009,Sports,Take-Two Interactive,0.97,82,46,7.6,34
PS3,2009,Sports,Take-Two Interactive,0.84,83,30,7.8,39
PS3,2010,Action,Take-Two Interactive,1.8,89,46,7.6,105
X360,2010,Action,Take-Two Interactive,2.09,89,50,8.1,100
PC,2010,Action,Take-Two Interactive,0.19,82,6,8.6,37
PS3,2011,Sports,Take-Two Interactive,2.11,90,38,6.7,127
PC,2011,Sports,Take-Two Interactive,0.16,86,5,7.1,66
X360,2011,Sports,Take-Two Interactive,2.62,90,42,7.7,134
PC,2012,Sports,Take-Two Interactive,0.03,90,5,6.8,130
